Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),CO2X(24)
9.064521367604696e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44158475667810543,0.10179552241139306,0.017329806992061637,2.474022136948583e-06,0.0010241275111404762,0.013724121484312356,0.00705002247835997,6.101523172577605e-05,3.97140969728821e-12,0.002360913418250742,5.893101750375431e-11,0.00042516096644042465,2.828006776031468e-09,1.036462818547514e-05,5.449357565868645e-10,3.70430871019151e-11,3.611951654874043e-05,3.687220976862928e-06,0.0072919671425618745,0.0028465726871387442,0.0002924406038062644,9.639495669467933e-07,1.0178743605424527e-08,4.1713283977378565e-08,4.621714837248574e-08,6.812891677406605e-11,4.7293567481370376e-07,1.5813553355219633e-05,1.1555606074399802e-07,0.0002734875452587141,7.295863893322046e-09,5.834780115746284e-06,2.1780624182502716e-08,1.019757607342648e-05,2.2171155691301573e-11,4.16514000960592e-11,4.0098833560383204e-07,1.6777980789171486e-07,1.0375542996555593e-12,1.1453347577782386e-10,1.6753543910181402e-10
9.111495776249367e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44159298490091287,0.10175074696024658,0.017305101468560034,2.5031590801537282e-06,0.0010339827759241564,0.013806749588783154,0.007097042228852038,6.108950081014682e-05,4.040928206548012e-12,0.002361281117191966,5.911389172852705e-11,0.0004254292597071902,2.8329191826894047e-09,1.0417937114876331e-05,5.489185588806977e-10,3.733490396938047e-11,3.612515217181965e-05,3.7221719980785907e-06,0.007288889153517988,0.0028389976942625426,0.00029315921286978487,9.63727487016326e-07,1.0165815853669486e-08,4.171466658585443e-08,4.6659265721646345e-08,6.850221603362495e-11,4.75371653867951e-07,1.585635875927125e-05,1.1628793891630839e-07,0.00027514317328293525,7.297136207951657e-09,5.8900908543827105e-06,2.1926298483845684e-08,1.0190303730240329e-05,2.2365986312369144e-11,4.1935722495536607e-11,4.0495831279224496e-07,1.6798837902298088e-07,1.0474087536764107e-12,1.1512471335007052e-10,1.682149563081731e-10
9.158470184894037e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44160129549614663,0.10170599444561995,0.017280429966829772,2.5324022954734915e-06,0.0010438533286383715,0.013889355001440755,0.007144063438986598,6.116168640103854e-05,4.111246247057408e-12,0.002361625175463024,5.92934579598741e-11,0.00042569705370223087,2.8377397834522122e-09,1.0470818663530465e-05,5.529054148127627e-10,3.7626706432069685e-11,3.612984845221864e-05,3.757168063419166e-06,0.00728581411451935,0.0028313391308946805,0.0002938759057440042,9.634579231254482e-07,1.0152801935373348e-08,4.171560683465224e-08,4.7102060881997924e-08,6.887817917255331e-11,4.778265758489847e-07,1.589969500784475e-05,1.170198229019746e-07,0.00027679846260612667,7.2983368664858445e-09,5.945472890317047e-06,2.2071986827215307e-08,1.0183011920046256e-05,2.2561349560361875e-11,4.2219717416890164e-11,4.089344336957173e-07,1.681912408436997e-07,1.057276446964618e-12,1.1571127154070452e-10,1.6888468206722925e-10
9.205444593538708e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.441609687282576,0.10166126491096061,0.01725579243333513,2.561749938341764e-06,0.0010537385834847935,0.013971937553899394,0.007191085619173034,6.123181982493496e-05,4.182367821661254e-12,0.002361946000341675,5.946975145350951e-11,0.00042596434991089104,2.842469901570782e-09,1.0523271415111297e-05,5.568962757185354e-10,3.791848774259608e-11,3.6133610891361925e-05,3.792207956708563e-06,0.007282742006865085,0.002823598178506765,0.00029459069939030116,9.631411821659478e-07,1.0139704011595256e-08,4.1716112332386386e-08,4.754550799253445e-08,6.925684765076868e-11,4.803006888264292e-07,1.5943566428738728e-05,1.1775170631052579e-07,0.0002784534099319278,7.2994671045583985e-09,6.000924298714252e-06,2.221768772204879e-08,1.0175700958343463e-05,2.2757242680029894e-11,4.2503380953958896e-11,4.1291654988437095e-07,1.6838847907352593e-07,1.0671570406505708e-12,1.1629313444656037e-10,1.695445792471947e-10
9.252419002183379e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4416181590885912,0.1016165583992575,0.017231188814772678,2.5912001585901416e-06,0.0010636379557771862,0.014054497089243929,0.0072381082881077035,6.129993202342778e-05,4.254296919293854e-12,0.0023622439916554114,5.964280749484576e-11,0.00042623114984544167,2.8471108449671635e-09,1.0575294010417994e-05,5.608910935678134e-10,3.821024127983252e-11,3.613644496727268e-05,3.827290479394443e-06,0.00727967281202535,0.0028157760086938086,0.00029530361055834733,9.627775713617497e-07,1.0126524200403799e-08,4.171619055512478e-08,4.79895812412028e-08,6.96382633531466e-11,4.827942436558885e-07,1.5987977422982196e-05,1.1848358285448875e-07,0.00028010801218278933,7.3005281349417085e-09,6.056443182631741e-06,2.2363399702209783e-08,1.0168371150631746e-05,2.2953662941413744e-11,4.2786709304347815e-11,4.169045150237304e-07,1.6858017837449974e-07,1.0770502007299663e-12,1.16870286785698e-10,1.7019461205139333e-10
9.29939341082805e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4416267097521027,0.10157187495303913,0.017206619058069045,2.6207511006928086e-06,0.0010735508619894316,0.014137033461766412,0.0072851309726252814,6.136605355463089e-05,4.327037515016719e-12,0.0023625195419319346,5.981266138084927e-11,0.00042649745504408175,2.851663906262709e-09,1.0626885146569779e-05,5.648898209554369e-10,3.850196054675732e-11,3.613835613593881e-05,3.862414450342252e-06,0.007276606511638951,0.002807873783277791,0.0002960146557894899,9.623673982409605e-07,1.0113264577784865e-08,4.171584884900413e-08,4.843425486692385e-08,7.00224686001343e-11,4.853074940440362e-07,1.6032932466063072e-05,1.1921544634751724e-07,0.000281762266494817,7.3015211480122116e-09,6.112027672693425e-06,2.2509121325539377e-08,1.0161022792865305e-05,2.315060763955979e-11,4.306969876723112e-11,4.208981848514113e-07,1.6876642235503424e-07,1.0869555980062049e-12,1.1744271388869653e-10,1.708347460055976e-10
9.34636781947272e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4416353381204426,0.10152721461437181,0.017182083110378794,2.6504009040090005e-06,0.0010834767198027954,0.014219546536707612,0.007332153207552986,6.143021459475181e-05,4.4005935700574504e-12,0.0023627730365462832,5.997934840263625e-11,0.0004267632670699658,2.856130362813652e-09,1.0678043576213345e-05,5.688924110921617e-10,3.8793639168332376e-11,3.6139349832606196e-05,3.897578705629782e-06,0.007273543087511036,0.0027998926544091558,0.0002967238514200564,9.61910970608438e-07,1.009992717852914e-08,4.171509443278741e-08,4.887950316158235e-08,7.040950615849677e-11,4.878406966145963e-07,1.6078436109179613e-05,1.1994729070255756e-07,0.0002834161702127129,7.3024473122054405e-09,6.167675926764593e-06,2.265485117341605e-08,1.0153656171885667e-05,2.334807409423149e-11,4.335234574119163e-11,4.24897417153802e-07,1.6894729357432904e-07,1.0968729080329557e-12,1.180104016900898e-10,1.714649479453832e-10
9.393342228117391e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4416440430502682,0.10148257742485774,0.017157580919082215,2.6801477030230998e-06,0.0010934149481524396,0.014302036190003404,0.007379174535567556,6.149244493980867e-05,4.474969031849719e-12,0.0023630048538647386,6.014290382877719e-11,0.00042702858751025386,2.8605114767535945e-09,1.0728768106742527e-05,5.728988177956732e-10,3.90852708894126e-11,3.6139431473003296e-05,3.932782098342311e-06,0.007270482521610806,0.002791833764666325,0.00029743121358458987,9.614085965187658e-07,1.0086513997098995e-08,4.1713934400365545e-08,4.9325300471985244e-08,7.079941925225116e-11,4.90394110975413e-07,1.6124492980516323e-05,1.2067910993004807e-07,0.00028506972088481326,7.303307774461091e-09,6.223386129627719e-06,2.2800587850324108e-08,1.0146271565835014e-05,2.354605964962902e-11,4.3634646722111804e-11,4.289020717427522e-07,1.6912287354718232e-07,1.1068018110569034e-12,1.185733367199365e-10,1.7208518600355426e-10
9.440316636762062e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44165282340746653,0.10143796342563359,0.0171331124317832,2.70998962758234e-06,0.0011033649672731708,0.014384502308035925,0.007426194507054973,6.155277400748837e-05,4.550167834074251e-12,0.002363215365385533,6.030336288930657e-11,0.00042729341797518536,2.8648084950427373e-09,1.0779057599530124e-05,5.769089954817396e-10,3.937684957268716e-11,3.613860645449828e-05,3.968023498368449e-06,0.007267424796069291,0.0027836982471532525,0.000298136758219018,9.608605842497567e-07,1.0073026988475692e-08,4.171237572320404e-08,4.977162120178819e-08,7.119225157376077e-11,4.929679997865411e-07,1.617110778654522e-05,1.2141089813615343e-07,0.0002867229162582223,7.304103660658061e-09,6.279156492659357e-06,2.2946329983430575e-08,1.013886924455034e-05,2.3744561674107415e-11,4.391659830110303e-11,4.329120104322796e-07,1.692932427491888e-07,1.1167419919607085e-12,1.1913150609552378e-10,1.7269542959761313e-10
9.487291045406732e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4416616780670614,0.10139337265736866,0.017108677596307124,2.739924803132063e-06,0.0011133261987444137,0.01446694478738959,0.007473212679972948,6.161123083914054e-05,4.6261938967008785e-12,0.002363404935876368,6.046076076043099e-11,0.00042755776009717456,2.869022649523629e-09,1.0828910969171828e-05,5.80922899155511e-10,3.9668369196652574e-11,3.613688015719028e-05,4.003301792196743e-06,0.007264369893177162,0.002775487225595051,0.00029884050106375026,9.60267242276342e-07,1.0059468068986906e-08,4.171042525273447e-08,5.0218439813389935e-08,7.158804729500256e-11,4.955626288294185e-07,1.621828531335238e-05,1.2214264952103298e-07,0.00028837575427404264,7.304836076039671e-09,6.334985253508258e-06,2.309207622217062e-08,1.01314494699389e-05,2.3943577559898385e-11,4.4198197162476864e-11,4.3692709701530815e-07,1.6945848062230748e-07,1.1266931402062033e-12,1.1968489751320518e-10,1.7329564941728173e-10
9.534265454051403e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44167060591312224,0.10134880516026352,0.01708427636069878,2.7699513509485787e-06,0.0011232980655344208,0.014549363534611769,0.007520228619716047,6.166784410189848e-05,4.703051126031514e-12,0.0023635739235088487,6.061513254991374e-11,0.0004278216155299297,2.8731551569830063e-09,1.0878327182741915e-05,5.849404844029568e-10,3.9959823853617445e-11,3.6134257944937596e-05,4.038615882713137e-06,0.00726131779538259,0.0027672018144317195,0.00029954245766670887,9.596288792449049e-07,1.0045839117115084e-08,4.170808972269272e-08,5.0665730829794674e-08,7.198685107901706e-11,4.981782670771377e-07,1.6266030427990368e-05,1.2287435837714247e-07,0.00029002823306269854,7.305506105629231e-09,6.3908706757748426e-06,2.323782523784117e-08,1.012401249633593e-05,2.4143104722834136e-11,4.447944008175704e-11,4.4094719724044823e-07,1.6961866558077696e-07,1.1366549497778439e-12,1.202334992403668e-10,1.7388581741207808e-10
9.581239862696074e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44167960583867416,0.10130426097404856,0.01705990867322032,2.800067388369629e-06,0.0011332799920437335,0.014631758465978069,0.007567241898983421,6.17226420909172e-05,4.780743414744085e-12,0.0023637226799899254,6.076651328310904e-11,0.00042808498594759344,2.8772072192193266e-09,1.0927305259060183e-05,5.889617073824394e-10,4.025120774773813e-11,3.613074516632641e-05,4.073964688999373e-06,0.007258268485289146,0.0027588431189100866,0.0003002426433862953,9.589458039480368e-07,1.0032141974287344e-08,4.170537575140563e-08,5.111346883644343e-08,7.238870809154086e-11,5.008151867658699e-07,1.6314348079857757e-05,1.236060190875675e-07,0.0002916803509393503,7.30611481463632e-09,6.4468110486921395e-06,2.3383575723202464e-08,1.0116558570845658e-05,2.4343140602073345e-11,4.476032392373117e-11,4.4497217878883353e-07,1.6977387501734868e-07,1.1466271191264394e-12,1.2077730010751778e-10,1.7446590677894453e-10
9.628214271340745e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4416886767456103,0.10125974013798267,0.017035574482349162,2.830271029022505e-06,0.0011432714041479015,0.014714129507261987,0.0076142520976490505,6.177565273172114e-05,4.859274641937344e-12,0.0023638515506904482,6.091493788962375e-11,0.00042834787304390495,2.88118002311563e-09,1.0975844267969841e-05,5.929865248164179e-10,4.0542515193084836e-11,3.612634715558285e-05,4.109347146132376e-06,0.007255221945653741,0.002750412235173972,0.0003009410733942947,9.582183252997168e-07,1.0018378445647334e-08,4.1702289844027715e-08,5.156162848301453e-08,7.279366401283467e-11,5.034736634674902e-07,1.636324330210685e-05,1.2433762612438933e-07,0.00029333210639939634,7.306663248854136e-09,6.502804686808309e-06,2.352932639208748e-08,1.0109087933666497e-05,2.4543682659829608e-11,4.5040845640541845e-11,4.490019112510231e-07,1.6992418530981968e-07,1.1566093511131792e-12,1.2131628950050145e-10,1.750358919499314e-10
9.675188679985417e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4416978175446051,0.10121524269085187,0.01701127373677606,2.860560383049793e-06,0.00115327172923947,0.014796476593509002,0.007661258802634425,6.182690358265461e-05,4.938648673176518e-12,0.0023639608747708808,6.106044119059217e-11,0.0004286102785313818,2.8850747407174483e-09,1.1023943329626179e-05,5.970148939832802e-10,4.083374061173802e-11,3.6121069233430365e-05,4.144762204984723e-06,0.00725217815938461,0.002741910250352662,0.0003016377626787188,9.57446752310907e-07,1.0004550300809644e-08,4.169883839472893e-08,5.2010184485193693e-08,7.320176504970749e-11,5.061539761634231e-07,1.6412721213079927e-05,1.2506917404708014e-07,0.0002949834981140635,7.307152435047946e-09,6.558849929670847e-06,2.367507597901874e-08,1.0101600818401018e-05,2.474472838110162e-11,4.532100226981594e-11,4.530362661039812e-07,1.7006967182784594e-07,1.1666013529539735e-12,1.2185045735282386e-10,1.7559574857993467e-10
9.72216308863009e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44170702715503013,0.10117076867096832,0.01698700638540302,2.8909335573327753e-06,0.0011632803962692234,0.014878799668814934,0.007708261607783679,6.187642183742948e-05,5.018869360539773e-12,0.0023640509853042383,6.120305788654763e-11,0.00042887220414052356,2.8888925293155087e-09,1.1071601613795681e-05,6.010467727093036e-10,4.1124878531914914e-11,3.611491670789456e-05,4.1802088320262225e-06,0.007249137109539334,0.002733338242647707,0.00030233272604658927,9.56631394065549e-07,9.990659274596941e-09,4.1695027688834466e-08,5.245911162641315e-08,7.361305794774479e-11,5.088564073197506e-07,1.6462787017774802e-05,1.258006575009297e-07,0.00029663452492608203,7.307583381334985e-09,6.614945141512586e-06,2.3820823238832836e-08,1.0094097452351338e-05,2.4946275273406024e-11,4.560079093283169e-11,4.5707511668814236e-07,1.7021040894001907e-07,1.1766028361641284e-12,1.223797941380985e-10,1.7614545353448982e-10
9.76913749727476e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44171630450487026,0.10112631811616908,0.016962772377341385,2.921388655712483e-06,0.001173296835786711,0.01496109868610854,0.007755260113741069,6.192423432776287e-05,5.09994054266545e-12,0.002364122209396317,6.134282254587261e-11,0.00042913365161903407,2.892634531532894e-09,1.1118818339165401e-05,6.050821193607392e-10,4.141592358612561e-11,3.610789487505789e-05,4.215686009126699e-06,0.007246098779322893,0.002724697281418098,0.000303025978126664,9.557725596969638e-07,9.976707067760404e-09,4.1690863904917933e-08,5.2908384759561e-08,7.402759000374929e-11,5.115812429636395e-07,1.6513446009340906e-05,1.265320712155007e-07,0.00029828518584544447,7.307957077555879e-09,6.671088710939569e-06,2.3966566946311994e-08,1.0086578056800633e-05,2.5148320866512128e-11,4.5880208832722495e-11,4.6111833818457107e-07,1.7034647002118926e-07,1.1866135165033629e-12,1.2290429086260208e-10,1.7668498487762114e-10
9.816111905919432e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44172564853064206,0.10108189106381504,0.01693857166190987,2.9519237792084273e-06,0.0011833204799800458,0.015043373606938203,0.0078022539278307535,6.197036752609855e-05,5.1818660448000435e-12,0.002364174868303291,6.147976959380833e-11,0.00042939462273106435,2.8963018754164083e-09,1.1165592772662243e-05,6.091208928360171e-10,4.170687050935857e-11,3.610000901976656e-05,4.251192733360006e-06,0.007243063152085767,0.0027159884272638705,0.00030371753337210555,9.548705583646427e-07,9.962695347683879e-09,4.168635311684893e-08,5.335797880866031e-08,7.444540907839766e-11,5.143287727611104e-07,1.656470357060652e-05,1.2726341000311316e-07,0.00029993548004524675,7.308274495637939e-09,6.727279050620885e-06,2.4112305895822904e-08,1.0079042847281453e-05,2.535086271217895e-11,4.615925325271704e-11,4.651658075922274e-07,1.704779274600151e-07,1.1966331139211956e-12,1.2342393905794e-10,1.7721432185974737e-10
9.863086314564104e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173505817731346,0.10103748755079016,0.016914404188632614,2.982537026235015e-06,0.0011933507627149957,0.01512562440126268,0.00784924266393884,6.20148475484059e-05,5.264649678846865e-12,0.0023642092775467425,6.161393330200622e-11,0.0004296551192564734,2.899895674531846e-09,1.1211924228781972e-05,6.131630525580721e-10,4.199771413729504e-11,3.609126441629139e-05,4.286728016809351e-06,0.007240030211322071,0.0027072127321081784,0.0003044074060630973,9.53925699231425e-07,9.948625749072149e-09,4.168150129579649e-08,5.380786877051882e-08,7.486656360912189e-11,5.170992900962021e-07,1.6616565175638072e-05,1.27994668757357e-07,0.00030158540685760874,7.30853658995044e-09,6.7835145969805655e-06,2.425803890096238e-08,1.0071492033831461e-05,2.5553898383894377e-11,4.643792155441471e-11,4.692174037053429e-07,1.7060485266672425e-07,1.2066613525027022e-12,1.2393873077381797e-10,1.7773344490564478e-10
9.910060723208776e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417445323982247,0.10099310761350043,0.0168902699072373,3.0132264928156573e-06,0.0012033871195733653,0.015207851047245821,0.007896225942397611,6.205770015705085e-05,5.348295243415389e-12,0.002364225747026184,6.174534777860517e-11,0.00042991514299010837,2.903417028062931e-09,1.1257812068927657e-05,6.172085584667837e-10,4.228844940455192e-11,3.6081666328945344e-05,4.32229088637394e-06,0.007236999940667716,0.0026983712392778933,0.000305095610309404,9.529382914410658e-07,9.934499874623717e-09,4.167631431218915e-08,5.425802971634929e-08,7.529110262322159e-11,5.198930921515681e-07,1.6669036391332414e-05,1.2872584245163145e-07,0.0003032349657696749,7.30874429765215e-09,6.839793809891593e-06,2.440376479420982e-08,1.006392582123715e-05,2.575742547661634e-11,4.6716211176095875e-11,4.7327300709091745e-07,1.7072731608107003e-07,1.2166979604146634e-12,1.2444865857091727e-10,1.782423356024672e-10
9.957035131853448e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417540701550112,0.10094875128787315,0.016866168767653247,3.043990272794594e-06,0.0012134289878906752,0.015290053531055127,0.007943203389871931,6.209895076373368e-05,5.4328065238712165e-12,0.0023642245811291316,6.187404695881851e-11,0.0004301746957411025,2.9068670209136866e-09,1.1303255700757392e-05,6.212573710115311e-10,4.2579071342953144e-11,3.607122001265877e-05,4.357880383577037e-06,0.007233972323898617,0.002689464983582744,0.0003057821600528829,9.519086440961711e-07,9.920319295688501e-09,4.1670797937632856e-08,5.4708436793360714e-08,7.571907575121485e-11,5.227104799905578e-07,1.6722122879043038e-05,1.2945692613771254e-07,0.0003048841564196909,7.308898539031226e-09,6.8961151723721205e-06,2.4549482426586374e-08,1.0056344409266092e-05,2.5961441606516437e-11,4.6994119631066303e-11,4.77332500066343e-07,1.7084538718046944e-07,1.2267426698521214e-12,1.249537155138714e-10,1.7874097668782592e-10
9.999999999999997e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44176284856457315,0.10090820173879635,0.016844153778124198,3.0721916305174396e-06,0.0012226180727362812,0.015365218390243417,0.007986165619389645,6.213529899064148e-05,5.510865510159916e-12,0.002364208327493634,6.198941209056496e-11,0.0004304116833005572,2.9099609637630955e-09,1.1344431034106238e-05,6.249634558199401e-10,4.2844783620626537e-11,3.6060927096610084e-05,4.390454621103508e-06,0.007231205442006429,0.0026812630952292916,0.0003064086717854863,9.509301607385614e-07,9.907302523523142e-09,4.166546882935965e-08,5.5120593429293735e-08,7.611356854480965e-11,5.253082986386011e-07,1.677122175839103e-05,1.30125524598269e-07,0.0003063922563640977,7.30899356852349e-09,6.9476648122567e-06,2.4682754011277427e-08,1.0049396972377645e-05,2.6148469961494714e-11,4.724797116680975e-11,4.810487986621441e-07,1.7094959258014224e-07,1.235936873853213e-12,1.2541139244311366e-10,1.7918806745096148e-10
1.000400954049812e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417636704175265,0.10090441860935627,0.016842100720009544,3.074826458046427e-06,0.0012234758067931493,0.015372231846664171,0.007990174639247723,6.213862443248797e-05,5.518187292386639e-12,0.002364206078838793,6.200006459601409e-11,0.00043043377933219077,2.9102467238139927e-09,1.1348254577540987e-05,6.25309451143862e-10,4.2869575079828826e-11,3.6059930713514804e-05,4.393495564375432e-06,0.0072309473449289315,0.002680494991393056,0.0003064670690699416,9.508370662365138e-07,9.906085552910739e-09,4.166495784678767e-08,5.515906522632055e-08,7.615053324043401e-11,5.255517586408174e-07,1.6775830396241147e-05,1.3018791494434553e-07,0.0003065329785931554,7.309000217837711e-09,6.9524771902839386e-06,2.4695190667320423e-08,1.0048747992888275e-05,2.616594441072529e-11,4.7271644506034875e-11,4.813957666771612e-07,1.7095913448830653e-07,1.2367952169853354e-12,1.2545389516434073e-10,1.7922935203792476e-10
1.0050983949142791e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417733321637678,0.10086010961291753,0.01681806571463322,3.1057331386833954e-06,0.00123352701723401,0.015454385995658727,0.008037139329522545,6.217674588273608e-05,5.604441307991774e-12,0.002364170533839426,6.212343425327174e-11,0.0004306923955990432,2.9135571934281054e-09,1.1392808197525497e-05,6.293647603102677e-10,4.3159955836341925e-11,3.604780366924668e-05,4.42913549897039e-06,0.0072279249878093215,0.0026714622807161295,0.00030715035097394995,9.49723866817704e-07,9.891800156857614e-09,4.165879961920431e-08,5.560989031908861e-08,7.658552596887365e-11,5.284172371794638e-07,1.6830164798212487e-05,1.3091880407586354e-07,0.0003081814322190474,7.309050221608796e-09,7.00887839203328e-06,2.4840888403519536e-08,1.0041136762486994e-05,2.6370931547080112e-11,4.75487834595241e-11,4.854626926749616e-07,1.7106862558238888e-07,1.2468553419071744e-12,1.2594919157418398e-10,1.7970744665575816e-10
1.0097958357787463e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44178305437980186,0.10081582433304417,0.0167940637020474,3.136708403260385e-06,0.0012435820620290948,0.015536515987046544,0.008084097105698136,6.221333949239608e-05,5.6915723166262276e-12,0.0023641182346194277,6.22441892954024e-11,0.00043095054638961474,2.916799472465928e-09,1.1436916103309323e-05,6.334232604450672e-10,4.345020892584216e-11,3.603484410969845e-05,4.464799271620106e-06,0.007224905236725257,0.002662367861271288,0.00030783201921760105,9.485693546902347e-07,9.877464588633794e-09,4.165232874112167e-08,5.60608874561226e-08,7.702410545930102e-11,5.313072288198805e-07,1.6885132039791114e-05,1.3164958881083182e-07,0.0003098295173661248,7.309049421987063e-09,7.065317328273996e-06,2.4986574539848532e-08,1.003351090405982e-05,2.6576400693874728e-11,4.782553422031291e-11,4.89533165495425e-07,1.7117392710354432e-07,1.256922788580935e-12,1.2643959927872366e-10,1.8017524665936588e-10
1.0144932766432135e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417928360596926,0.10077156280374222,0.016770094632969478,3.1677503389777022e-06,0.001253640385891797,0.01561862183707074,0.008131047618674964,6.224842930103574e-05,5.779584051191258e-12,0.0023640494645721976,6.23623628814138e-11,0.0004312082335635112,2.9199745897968144e-09,1.1480577881224732e-05,6.374849139633961e-10,4.3740329752246804e-11,3.6021057257251017e-05,4.500485980453683e-06,0.007221888075995355,0.002653212734563637,0.0003085120870952282,9.473738385788747e-07,9.863080300482322e-09,4.164555060722567e-08,5.65120321039556e-08,7.746632389363148e-11,5.342220510001732e-07,1.694073817713083e-05,1.323802645007154e-07,0.00031147723423929517,7.3089986750317615e-09,7.121792571613174e-06,2.51322479982136e-08,1.0025870599410124e-05,2.678234954961096e-11,4.8101894585910506e-11,4.936070742365203e-07,1.712751047643439e-07,1.266997304788602e-12,1.269251132901026e-10,1.806327392701488e-10
1.0191907175076806e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418026762054296,0.10072732505853613,0.016746158458309384,3.198857031881607e-06,0.0012637014354673355,0.015700703569026694,0.008177990525148665,6.228203901306913e-05,5.868480231602419e-12,0.002363964502094851,6.247798795740812e-11,0.00043146545899137287,2.9230835605657315e-09,1.1523793160728524e-05,6.415496837542982e-10,4.403031380844778e-11,3.600644832721483e-05,4.536194737286705e-06,0.007218873490069732,0.0026439978939565715,0.0003091905677450748,9.461376270624131e-07,9.848648716372232e-09,4.1638470522371396e-08,5.696329981264591e-08,7.791223412758288e-11,5.371620254733501e-07,1.6996989369515667e-05,1.3311082656857143e-07,0.00031312458317605515,7.308898821523462e-09,7.178302716319234e-06,2.5277907717452315e-08,1.0018216026329488e-05,2.6988775832752697e-11,4.8377862421061484e-11,4.976843096368572e-07,1.7137222335793981e-07,1.2770786420795617e-12,1.2740572909073048e-10,1.8107991280124582e-10
1.0238881583721478e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44181257382685757,0.10068311113046853,0.016722255129167755,3.230026567062634e-06,0.0012737646593663629,0.015782761213082388,0.008224925487508375,6.231419200099175e-05,5.9582645648426336e-12,0.002363863620684808,6.259109724989714e-11,0.0004317222245542721,2.926127386311567e-09,1.1566561613800777e-05,6.456175331739183e-10,4.4320156674745044e-11,3.5991022528191235e-05,4.571924667438387e-06,0.007215861463528406,0.002634724324743062,0.0003098674741515208,9.448610285537587e-07,9.834171232573091e-09,4.1631093703268325e-08,5.7414666217199286e-08,7.836188970561267e-11,5.401274783992633e-07,1.7053891881210132e-05,1.3384127050776466e-07,0.0003147715646429984,7.308750687262104e-09,7.2348463780325625e-06,2.5423552653029404e-08,1.0010547358771615e-05,2.7195677281481516e-11,4.8653435656281033e-11,5.017647640542004e-07,1.7146534676700783e-07,1.28716655571977e-12,1.278814426268173e-10,1.815167566459701e-10
1.028585599236615e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418225279416075,0.10063892105209972,0.01669838459683425,3.2612570288517026e-06,0.0012838295081979154,0.015864794806102152,0.008271852173736917,6.234491130865016e-05,6.048940745015686e-12,0.002363747089034324,6.270172325952043e-11,0.00043197853214312705,2.929107055087419e-09,1.1608882954351399e-05,6.496884260387926e-10,4.460985401730567e-11,3.597478506240321e-05,4.607674909550352e-06,0.007212851981079706,0.002625393004215762,0.0003105428191472659,9.435443512803698e-07,9.819649218216875e-09,4.162342528013029e-08,5.7866107038964026e-08,7.881534487614822e-11,5.431187404383791e-07,1.7111452083350677e-05,1.3457159188070607e-07,0.00031641817923239217,7.308555083358634e-09,7.2914221934787e-06,2.5569181776738226e-08,1.000286476701791e-05,2.7403051653454887e-11,4.8928612286419694e-11,5.058483314441515e-07,1.7155453797278184e-07,1.297260804641384e-12,1.2835225030199306e-10,1.8194326126630755e-10
